annotation_id,query_index,query_image_id,query_category,query_image_path,rank,product_id,candidate_category,similarity,candidate_image_id,candidate_image_path,relevance,notes
q021_r03,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,3,necklace_97,Necklace,0.9871718287467957,DS1_IMG_003659,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_97_jpg.rf.18a3f4e1fe2185c1268b663b928fc8e4.jpg,,
q021_r04,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,4,earring_441,Earrings,0.9811034202575684,DS1_IMG_001299,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_441_jpg.rf.4dab358432ebc60114a44a43eba51978.jpg,,
q021_r05,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,5,earring_40,Earrings,0.9810547232627869,DS1_IMG_001271,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_40_jpg.rf.b1b062567cf6d053f002f0841ca627c3.jpg,,
q021_r06,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,6,earring_112,Earrings,0.980574369430542,DS1_IMG_000942,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_112_jpg.rf.045f7113ca517ac37c9a428c8b3d92c3.jpg,,
q021_r07,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,7,earring_219,Earrings,0.9703382849693298,DS1_IMG_001077,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_219_jpg.rf.bb35ef5f50c9eb82d89538c38631b8c0.jpg,,
q021_r08,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,8,earring_380,Earrings,0.9692237973213196,DS1_IMG_001247,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_380_jpg.rf.6fb898b9589180b8bdf9ca0c8e39d648.jpg,,
q021_r09,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,9,UE04341-YG00P0_1_lar,Earrings,0.968961238861084,DS1_IMG_000925,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\UE04341-YG00P0_1_lar_jpg.rf.c49040c4ee07b37b811b37786f236881.jpg,,
q021_r10,21,DS1_IMG_004404,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\DIDE0015_1Y_jpg.rf.0b2ea4e67373774e1a495bcea5889a46.jpg,10,bracelet_209,Bracelet,0.9662929773330688,DS1_IMG_000631,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\bracelet_209_jpg.rf.4b507506843859607a95ae8a3b035580.jpg,,
q022_r01,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,1,ROSC090818E14_1,Earrings,0.99339759349823,DS1_IMG_000866,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\ROSC090818E14_1_JPG.rf.aeb49dcfee2c0894b7171e3b46c04812.jpg,,
q022_r02,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,2,earring_301,Earrings,0.9870573282241821,DS1_IMG_001169,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_301_jpg.rf.4a5ea8c9f4bbbc397eb945d4ad9830b5.jpg,,
q022_r03,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,3,necklace_20241125_122545_87b7b9f9,Necklace,0.9863442182540894,DS1_IMG_003595,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_20241125_122545_87b7b9f9_jpg.rf.414ae3d8f6153bc8192e082ca5105e48.jpg,,
q022_r04,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,4,IMG_1298_c573ac13,Necklace,0.9847784042358398,DS1_IMG_002091,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1298_c573ac13_JPG.rf.f5772cfebd6b32f41004415477c75375.jpg,,
q022_r05,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,5,IMG_2308_dcdeca23,Necklace,0.9834470748901367,DS1_IMG_002772,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2308_dcdeca23_JPG.rf.43789b32ba49f425de41c7834c70cb6d.jpg,,
q022_r06,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,6,earring_174,Earrings,0.9834362268447876,DS1_IMG_001024,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_174_jpg.rf.50637076d016e5da2835afcc729ad560.jpg,,
q022_r07,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,7,IMG_0669_957b4e82,Pendant,0.9833196997642517,DS1_IMG_003699,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_0669_957b4e82_jpg.rf.8ec76e541b64f7748861e18d1293ec22.jpg,,
q022_r08,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,8,IMG_2419_f8fbbdf5,Necklace,0.9832700490951538,DS1_IMG_002864,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2419_f8fbbdf5_JPG.rf.6ab69739d3167813b008f1ef7c2f9f71.jpg,,
q022_r09,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,9,IMG_2374_1ceaf4fb,Necklace,0.9829279184341431,DS1_IMG_002811,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2374_1ceaf4fb_JPG.rf.9e4466d411d8ed12a2d7e4e55b49bf44.jpg,,
q022_r10,22,DS1_IMG_004410,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_1672_25fe18cc_JPG.rf.d1c79b25abc1fbbb97f8ffe89bb63817.jpg,10,IMG_2236_87c45f0e,Necklace,0.9812935590744019,DS1_IMG_002688,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2236_87c45f0e_JPG.rf.d75a409cc2c0073da87f1b2648f2db72.jpg,,
q023_r01,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,1,IMG_2883_f4d38404,Pendant,0.9981046915054321,DS1_IMG_003890,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2883_f4d38404_jpg.rf.3a185e86bdc526a4ededcf3cca8d32ff.jpg,,
q023_r02,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,2,IMG_0836_ab653e05,Bracelet,0.9961177110671997,DS1_IMG_000074,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_0836_ab653e05_JPG.rf.ded839bf649224371b988262f4012b48.jpg,,
q023_r03,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,3,IMG_0616_6ca1e5d7,Necklace,0.9949221611022949,DS1_IMG_002038,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0616_6ca1e5d7_jpg.rf.20c4532edb1524d4e454ea35b418e49f.jpg,,
q023_r04,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,4,necklace_20241125_122545_0ec7c3e3,Necklace,0.9948564767837524,DS1_IMG_003489,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_20241125_122545_0ec7c3e3_jpg.rf.b831474674fd6809f99beea587273446.jpg,,
q023_r05,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,5,IMG_3039_601f930d,Bracelet,0.9946194291114807,DS1_IMG_000250,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_3039_601f930d_JPG.rf.7a01d482722acac2ecb073c48826a38e.jpg,,
q023_r06,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,6,IMG_3062_7d067bf8,Bracelet,0.99418044090271,DS1_IMG_000264,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_3062_7d067bf8_JPG.rf.271c3f30cda6187c69f9b9ad381b09eb.jpg,,
q023_r07,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,7,IMG_2852_b8fec241,Necklace,0.9921567440032959,DS1_IMG_002941,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_2852_b8fec241_jpg.rf.1e9a20a586202a5858390d0e6a759d5d.jpg,,
q023_r08,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,8,necklace_20241125_122545_20212176,Pendant,0.9919568300247192,DS1_IMG_003974,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\necklace_20241125_122545_20212176_jpg.rf.0adac7b443095a3f600ff270d7871fa0.jpg,,
q023_r09,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,9,IMG_2870_451f1def,Pendant,0.9916893243789673,DS1_IMG_003881,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2870_451f1def_jpg.rf.0dfe6cc183293dc5d483beeaaf981371.jpg,,
q023_r10,23,DS1_IMG_004414,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2254_c0eca1bf_JPG.rf.d215215ee6b6479f6fe3f16088818e79.jpg,10,IMG_2809_3cfb570f,Pendant,0.9914080500602722,DS1_IMG_003838,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2809_3cfb570f_jpg.rf.6974d69c76738e7690605d71b670b849.jpg,,
q024_r01,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,1,IMG_2870_451f1def,Pendant,0.9956345558166504,DS1_IMG_003882,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2870_451f1def_jpg.rf.9391dcf1cc9d9b9d92a374961f270a54.jpg,,
q024_r02,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,2,necklace_20241125_122545_94000018,Pendant,0.9949433207511902,DS1_IMG_003996,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\necklace_20241125_122545_94000018_jpg.rf.999d1f9172a89d398977c9b7f220132a.jpg,,
q024_r03,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,3,IMG_3039_601f930d,Bracelet,0.9947383999824524,DS1_IMG_000251,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_3039_601f930d_JPG.rf.c47f3951d0af9bb3dc54ca7b3a0504e4.jpg,,
q024_r04,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,4,IMG_2932_aced5fe5,Pendant,0.9942179322242737,DS1_IMG_003932,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2932_aced5fe5_jpg.rf.1a1c858bf2a8aee0df5e2b05f62cba84.jpg,,
q024_r05,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,5,IMG_0467-1-_c9749438,Pendant,0.9930546879768372,DS1_IMG_003683,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_0467-1-_c9749438_JPG.rf.24e645509ec6d182e96ceb3668d1136a.jpg,,
q024_r06,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,6,IMG_2911_4bf24190,Pendant,0.992830753326416,DS1_IMG_003910,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2911_4bf24190_jpg.rf.d61cce69979742085ddf826f02ffdaea.jpg,,
q024_r07,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,7,IMG_3488_1d475b5d,Necklace,0.9927922487258911,DS1_IMG_003134,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_3488_1d475b5d_JPG.rf.37dba893c7e116c1a1cebeb4dbf301c4.jpg,,
q024_r08,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,8,IMG_0452_c139312c,Pendant,0.9927249550819397,DS1_IMG_003677,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_0452_c139312c_jpg.rf.3e9a63cff60b7c18d1a3141a6372ecf8.jpg,,
q024_r09,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,9,IMG_3062_7d067bf8,Bracelet,0.992671012878418,DS1_IMG_000266,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_3062_7d067bf8_JPG.rf.87640e8510b14cae6d072bbac7923074.jpg,,
q024_r10,24,DS1_IMG_004415,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2255_bf9c1d87_JPG.rf.6c7147e9892511df2cce703b5be8448b.jpg,10,IMG_2918_dbac9ef3,Pendant,0.9917861819267273,DS1_IMG_003919,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2918_dbac9ef3_jpg.rf.c3976fdf3d754455d95dc45d1109b4d8.jpg,,
q025_r01,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,1,IMG_2500_33317627,Earrings,0.999419629573822,DS1_IMG_000842,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\IMG_2500_33317627_JPG.rf.4290e8b81b0a75ce7214b88a4fb07771.jpg,,
q025_r02,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,2,IMG_2186_10d4d23b,Pendant,0.9976397156715393,DS1_IMG_003786,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_2186_10d4d23b_JPG.rf.9b2774eaf0e0ca05f345e347ce5463bd.jpg,,
q025_r03,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,3,IMG_0475_694c48a1,Pendant,0.9975608587265015,DS1_IMG_003690,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_0475_694c48a1_jpg.rf.c76c2f84484f13b12e37a7aeda355204.jpg,,
q025_r04,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,4,IMG_2503_83eaf2d8,Earrings,0.9973316788673401,DS1_IMG_000848,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\IMG_2503_83eaf2d8_JPG.rf.a32657a6bcc89f92a71db873f0c614ff.jpg,,
q025_r05,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,5,IMG_0430-1-_046d20ce,Bracelet,0.9957455992698669,DS1_IMG_000018,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Bracelet\IMG_0430-1-_046d20ce_jpg.rf.c1d8c1ab08a6b7a6dad6ec54cb44b831.jpg,,
q025_r06,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,6,IMG_1541_7b49174a,Necklace,0.9953962564468384,DS1_IMG_002404,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_1541_7b49174a_JPG.rf.9a050c92c509ab457eb43073d44da3d6.jpg,,
q025_r07,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,7,IMG_0885_67639274,Pendant,0.9953117370605469,DS1_IMG_003750,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Pendant\IMG_0885_67639274_jpg.rf.84c158e50ebcef441e4130d3187336b4.jpg,,
q025_r08,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,8,IMG_0598_55b6ccea,Necklace,0.9945893287658691,DS1_IMG_002011,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0598_55b6ccea_JPG.rf.2758455ce20ae7633990eb51ce66d543.jpg,,
q025_r09,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,9,necklace_20241125_122545_c1c3c3c3,Necklace,0.9939059019088745,DS1_IMG_003607,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\necklace_20241125_122545_c1c3c3c3_jpg.rf.b394d5a734564605864e333da68a9780.jpg,,
q025_r10,25,DS1_IMG_004416,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\IMG_2499_93fca753_JPG.rf.792844b0799688696178654c9a21438b.jpg,10,IMG_0611_fe713fd9,Necklace,0.9938759207725525,DS1_IMG_002031,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Necklace\IMG_0611_fe713fd9_jpg.rf.fbc1328e332a16ce99df729b79914987.jpg,,
q026_r01,26,DS1_IMG_004422,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\earring_105_jpg.rf.f8f4633577ed1425f6b633e76c5561a2.jpg,1,earring_157,Earrings,0.9972574710845947,DS1_IMG_001005,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_157_jpg.rf.421e8c8d7ec92539f04783687723558b.jpg,,
q026_r02,26,DS1_IMG_004422,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\earring_105_jpg.rf.f8f4633577ed1425f6b633e76c5561a2.jpg,2,ring_114,Ring,0.9957541227340698,DS1_IMG_004198,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_114_jpg.rf.f6f15c6505b26b3fde0e5f48608d30dd.jpg,,
q026_r03,26,DS1_IMG_004422,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\earring_105_jpg.rf.f8f4633577ed1425f6b633e76c5561a2.jpg,3,ring_123,Ring,0.9955679178237915,DS1_IMG_004212,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_123_jpg.rf.d30de244f32af68f455e60b25c42ab4d.jpg,,
q026_r04,26,DS1_IMG_004422,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\earring_105_jpg.rf.f8f4633577ed1425f6b633e76c5561a2.jpg,4,earring_393,Earrings,0.9952093958854675,DS1_IMG_001263,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_393_jpg.rf.cd305bc9247cc8a459936069b0b9deae.jpg,,
q026_r05,26,DS1_IMG_004422,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\earring_105_jpg.rf.f8f4633577ed1425f6b633e76c5561a2.jpg,5,ring_148,Ring,0.9948277473449707,DS1_IMG_004248,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Ring\ring_148_jpg.rf.96a108e44248bccd78cc19f5a27e9c2e.jpg,,
q026_r06,26,DS1_IMG_004422,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\earring_105_jpg.rf.f8f4633577ed1425f6b633e76c5561a2.jpg,6,earring_340,Earrings,0.9942752122879028,DS1_IMG_001206,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_340_jpg.rf.29844a2b6cc5630c81a706901991593a.jpg,,
q026_r07,26,DS1_IMG_004422,Earrings,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\valid\Earrings\earring_105_jpg.rf.f8f4633577ed1425f6b633e76c5561a2.jpg,7,earring_99,Earrings,0.9942727088928223,DS1_IMG_001390,E:\Programming Project\Visual Recognition Engine\dataset\ai-tool-pool-jewelry-vision\train\Earrings\earring_99_jpg.rf.564b347caf46a1fc2d87130b6e102366.jpg,,
